artist.name,artist_mbtags,artist_mbtags_count,duration,familiarity,loudness,release.name,tempo,terms,title,year,,,,,
NOFX,american,3,108.12036,0.666652799,-4.926,Punk-O-Rama 6,198.201,punk,Bath Of Least Resistance,2001,,,,,
David Jalbert,,0,153.33832,0.505237311,-30.925,Faure: Complete Nocturnes - David Jalbert,44.407,los angeles,"Nocturne For Piano No. 8 In D Flat Major_ Op. 84 No. 8 (also in Huit piA""ces brA""ves_ Op. 84/8)",0,,,,,
Louisa Mark feat. Kevin Henry,,0,267.10159,0.330647052,-16.359,Breakout,151.728,lovers rock,Reunited,0,,,,,
Salt The Wound,,0,218.80118,0.642030477,-8.452,Carnal Repercussions,179.629,death core,I Swear the Visine is for my Allergies,2008,,,,,
Timo Maas featuring MC Chikaboo,german,1,333.87057,0.691973119,-7.135,Loud,130.026,progressive house,Shifter,2002,,,,,
Havok,,0,238.07955,0.625634382,-20.519,Being And Nothingness,98.9,tech house,Monologue With the Sky,0,,,,,
Los Salvajes,,0,229.14567,0.447099383,-5.701,60x60 Leyendas Del Pop-Rock,137.049,freakbeat,Corre_ Corre (Keep On Running),0,,,,,
BMX Bandits,,0,208.40444,0.581028983,-10.223,Bee Stings,127.434,indie rock,After I Made Love To You,2007,,,,,
Rustless,,0,119.53587,0.452922595,-11.991,Start From The Past,122.089,emo,It's The Three Of Us Left,0,,,,,
Flame,,0,259.18649,0.666564007,-9.073,Dance X Trance,127.974,ccm,Freed From Desire (Alternate Mix),0,,,,,
Ennio Morricone,italian,4,134.37342,0.736440741,-13.491,The Legend of 1900 - Original Motion Picture Soundtrack,140.148,easy listening,1900's Madness #1,0,,,,,
Raze,,0,25.88689,0.550303379,-20.74,The Plan,92.403,hip house,Intro. (The Plan Album Version),0,,,,,
Natasha Bedingfield,english,2,341.41995,0.900967634,-8.652,Love Like This,162.329,teen pop,Love Like This,2008,,,,,
Fyah Blaze,,0,217.25995,0.404105087,-5.095,Truths and Rights,208.299,reggae,Lion Paw,2005,,,,,
Erick Sermon,hip hop rnb and dance hall,1,198.63465,0.577973753,-9.384,No Pressure,97.812,hip hop,Erick Sermon,1993,,,,,
Alejandro Lerner,,0,232.48934,0.556750823,-17.181,Lernertres,129.233,pop rock,Canta Una CanciA3n De Amor,1984,,,,,
Elvin Bishop,,0,316.3424,0.558475816,-4.775,Booty Bumpin',105.486,blues-rock,Half Way Out The Door (Live),0,,,,,
Goldfish,,0,208.79628,0.589174876,-9.28,Soundtracks & Comebacks,125.04,chill-out,Soundtracks and Come Backs (radio mix),0,,,,,
Toni Braxton,hip hop rnb and dance hall,1,249.18159,0.737972528,-6.297,More Than A Woman,84.797,dance pop,Tell Me,2002,,,,,
Natassa Theodoridou,greek,2,212.06159,0.344165049,-10.263,The Digital Collection,116.228,pop folk,Den S'Adiko,0,,,,,
DJ Godfather,,0,33.14893,0.49125621,-8.521,Da Bomb Vol 5,174.211,electro,Where You From,0,,,,,
Richard Galliano,,0,196.25751,0.571422802,-15.062,Spleen,106.153,tango,Honey Fingers,1992,,,,,
Julissa,,0,262.73914,0.606157335,-8.133,AdorA!ndote: Un Tiempo A Solas Con El,100.005,ccm,Gloria,0,,,,,
Marc Dorsey,,0,301.50485,0.499680423,-7.006,Crave,137.953,hip hop,Love You Again,1999,,,,,
Oesch's die Dritten,,0,168.28036,0.257251522,-8.079,Frech - Frisch - Jodlerisch,96.447,folk,Die Zeit,0,,,,,
Pepper,,0,264.59383,0.765141418,-7.762,To Da Max,165.171,reggae,Point And Shoot (Demo),2007,,,,,
Tim Wilson,,0,166.84363,0.459797129,-4.97,The Real Twang Thang,122.061,filk,The Michael Vick Song,2005,,,,,
Josh Groban,operatic pop,1,258.40281,0.441799756,-8.647,The Polar Express - Original Motion Picture Soundtrack,83.195,pop rock,Believe (Album Version),0,,,,,
Varios,,0,321.67138,0.595651321,-10.458,El Baile Flamenco Vol. 7      SoleA! por BulerAas - Martinete,129.756,electroclash,Subida y entrada al cante,0,,,,,
Plaza,,0,188.39465,0.513317654,-11.398,Jet Set Montecarlo - Electronic Relaxing Moods,125.181,new beat,Goor,0,,,,,
Neema,,0,209.44934,0.523161294,-7.86,The Collective_ Vol. 1,162.575,folk-pop,Angel [2004],0,,,,,
Margaret Becker,,0,292.10077,0.541917737,-14.979,Christmas Music For The Heart,148.8,ccm,O Come_ O Come Emmanuel,0,,,,,
Sick Of It All,new york,2,175.41179,0.690626256,-7.497,Built To Last,96.703,hardcore punk,Burn 'Em Down (LP Version),1997,,,,,
Gonzalo Rubalcaba,,0,586.29179,0.534392294,-21.052,Mi Gran Pasion,62.008,latin jazz,Cuatro Veinte,0,,,,,
Leila Chicot,,0,236.19873,0.516618213,-6.396,Renaissance,90,zouk,Tout bizwen (feat. Milca_ Synn'Tya_ Shaolin),0,,,,,
Roy Drusky,,0,192.10404,0.378347969,-20.106,You Win  Again,104.416,country rock,Funny How Time Slips Away,0,,,,,
Penguin CafA(c) Orchestra,uk,1,281.28608,0.635087811,-15.776,A History,116.933,chamber jazz,Music By Numbers (2001 Digital Remaster),0,,,,,
Jim Jones / Chink Santana,hip hop rnb and dance hall,1,289.74975,0.802925396,-6.937,Jim Jones / Hustler's P.O.M.E. (Product Of My Environment),122.038,gangster rap,Dont Push Me Away,0,,,,,
The Perrys,,0,213.60281,0.501337162,-8.392,Come To The Fountain,96.024,christian music,Run And Tell,0,,,,,
John Wesley,,0,246.69995,0.560557984,-9.113,Under the Red and White Sky,169.193,disco,Cuttin' the Tree,1999,,,,,
Giorgos Marinis,,0,286.37995,0.3379485,-5.955,Giorgos Marinis,100.079,greek,Klaio Gia Sena (Niagaras),0,,,,,
Klimperei,,0,99.29098,0.3949625,-6.748,Improvisation with myself_ volume1,88.138,freestyle,Sauer,0,,,,,
Year of Desolation,,0,259.02975,0.550458405,-5.284,Your Blood_ My Vendetta,98.638,melodic death metal,L.S.M.,2005,,,,,
Liars,alternative rock,1,136.17587,0.786359137,-5.492,Liars,130.48,experimental rock,Cycle Time,2007,,,,,
Flor Silvestre,,0,161.93261,0.42054585,-7.8,15 Grandes Exitos-Flor Silvestre,98.713,ranchera,Llorando Por Amor,0,,,,,
Blackfoot,,0,204.09424,0.604296587,-11.774,Siogo,146.186,southern rock,Heart's Grown Cold (LP Version),0,,,,,
Lady Saw,,0,180.81914,0.680620248,-13.606,Lover Girl,164.069,dancehall,To Sir With Love,1994,,,,,
Moon Mullican,,0,175.0722,0.386716175,-19.273,Broken Dreams,80.583,western swing,New Milk Cow Blues,0,,,,,
Dave Eggar,los angeles,1,225.25342,0.450361261,-27.019,Left Of Blue,149.895,new age,Deep Blue,2005,,,,,
X-ecutioners featuring Tom Tom Club & Biz Markie,hip-hop,2,236.43383,0.619260605,-5.438,Built From Scratch,102.643,turnablism,Genius Of Love 2002 (featuring Tom Tom Club & Biz Markie),2001,,,,,
The Del McCoury Band,folk,1,183.17016,0.608703568,-14.668,By Request,180.521,bluegrass,High On the Mountain,0,,,,,
3 of Hearts,,0,224.07791,0.421892529,-8.811,3 Of Hearts,101.684,electro,Is It Love,2001,,,,,
Dario Marianelli,italian,1,70.05995,0.613464932,-24.651,The Soloist,60.404,symphony,Falling Apart,2009,,,,,
Ciaran Byrne,,0,150.282,0.44974084,-14.305,Galtrim,73.314,downtempo,Signs Can Hear All,2006,,,,,
Furry Lewis,,0,193.20118,0.572500601,-19.233,Masters Of Memphis Blues_ CD A,102.248,country blues,I Will Turn Your Money Green (Take 1),0,,,,,
Busdriver,hip hop rnb and dance hall,1,125.77914,0.618002715,-7.117,Well Deep: Ten Years Of Big Dada,242.7,alternative hip hop,Beauty Supply And Demand,2004,,,,,
Static-X,industrial metal,2,98.89914,0.768004235,-3.805,Shadow Zone,85.466,industrial metal,Transmission (Album Version),2003,,,,,
Hollowtip,,0,265.82159,0.405861038,-7.284,Flawless 2,174.984,gangster rap,Superstar (feat. J-Noxx),0,,,,,
Pete Bamboo,,0,290.37669,0.425735083,-4.502,Fasten Your Seat Belt,156.078,ska punk,Baila CariA+-o,0,,,,,
Porcupine Tree,progressive rock,4,441.88689,0.830252262,-5.94,In Absentia,154.24,experimental rock,Strip The Soul (album version),2002,,,,,
Tania Maria,,0,233.7171,0.606885311,-10.503,Electronic Summer In Corsica - Volume1,124.021,latin jazz,Sangria (Nomadbrothers Remix feat. Rio),0,,,,,
The Token,,0,128.1824,0.604282094,-6.515,Doo-Wop Forever,124.283,doo-wop,Come Dance With Me,1994,,,,,
The Party Group,,0,255.4771,0.188667695,-17.608,Party Fiesta_ Vol. 6,86.666,hip house,Te Quiero Mas,0,,,,,
EPMD,hip hop,1,291.16036,0.698291624,-3.349,Def Jam 25_ Vol 16 - Lifer's Picks: 298 to 160 to 825,180.469,hip hop,Head Banger,1992,,,,,
Dario Marianelli,italian,1,192.86159,0.613464932,-17.27,The Soloist,90.845,symphony,The Lord's Prayer,2009,,,,,
Iggy And The Stooges,classic pop and rock,1,347.53261,0.732603394,-8.502,Metallic K.O.,165.81,experimental rock,Raw Power,1996,,,,,
Kurtis Blow,,0,220.83873,0.605115789,-12.637,The Best Of Kurtis Blow,107.373,pop rap,I'm Chillin,1990,,,,,
Eric Demarsan,,0,107.7024,0.391730379,-18.352,Le SamouraA- / Les Aventuriers,82.491,smooth jazz,La Blessure,0,,,,,
Kent,,0,240.97914,0.700570065,-8.505,Palace & Main,143.908,post-grunge,Alla Mot Alla,0,,,,,
Jackie Wilson,classic pop and rock,1,182.49098,0.693327979,-12.007,Reet Petite,67.56,chicago soul,One Moment With You,1993,,,,,
Los Del Rio,,0,202.29179,0.447725075,-8.235,Rio De Sevillanas,60.025,dance pop,Nuestras Sevillanas 1,0,,,,,
Henri Pousseur,,0,1266.41587,0.38090588,-8.473,Eight Parabolic Studies,89.467,serialism,Parabolics Studies 6,0,,,,,
Spitfire,,0,109.26975,0.631081284,-11.286,Sex Bomb,139.02,happy hardcore,Feverish,0,,,,,
Portobello,,0,304.84853,0.446648938,-7.486,Face The Music,129.699,blues,COLD MORNING,0,,,,,
David Banner,,0,72.4371,0.806364125,-11.576,The Greatest Story Ever Told,167.018,crunk,Syrup Sipping (Banner Beat Break),2008,,,,,
Bionikworld,,0,413.51791,0.413647596,-7.801,Preset 001 / Reset 001,125.997,melbourne,Party Favours (Dee Dee's Flukey Remix),0,,,,,
The Wilburns,,0,182.22975,0.335452134,-9.156,More Than Religion,148.024,southern gospel,Keep Walking,0,,,,,
Bullet For My Valentine,welsh,1,223.76444,0.63105032,-2.839,The Poison,185.012,alternative metal,4 Words (To Choke Upon),2005,,,,,
Niraj Chag,desi,1,293.40689,0.495819329,-4.994,Revolution Rising: ethnotechno.com vol.1 presented by dimmSummer,179.004,trip hop,The Carnival  feat. Japjit Kaur,0,,,,,
Warner mack,,0,160.20853,0.356990698,-10.261,True Country,98.612,rockabilly,Is It Wrong,0,,,,,
One Be Lo,,0,164.85832,0.653955381,-5.239,Everything,58.407,hip hop,learn (Album Version),0,,,,,
Bodies In the Gears of the Apparatus,,0,126.17098,0.622030972,-6.551,Split CD,88.053,grindcore,Xenophobic Hate Machine,2005,,,,,
Information Society,electronic,2,221.6224,0.567510986,-11.881,Hits,128.137,freestyle,Lay All Your Love On Me (LP Version),0,,,,,
Rick Ross,,0,158.22322,0.852569498,-11.807,Fireflies in the Rain,114.066,gangster rap,Ella Speed,0,,,,,
Tinariwen,malian,1,336.32608,0.64783484,-12.328,Amassakoul,105.981,blues-rock,Chatma,2003,,,,,
Uman,,0,412.02893,0.533504314,-14.964,You Are Here,84.949,chill-out,The way to Peace,0,,,,,
Ice & Breeze,,0,521.19465,0.649155774,-5.543,My Turn,145.011,dub,How It Begins,0,,,,,
Jean-Jacques Goldman,Edith Lefel,Malavoi,0.64,238.44526,"Paris, France",0.374,0.463,0.11601,4,0,Chanson D'Amour,0,,,
Irish Tenors,,0,269.47873,0.599019959,-15.391,Sacred,69.487,irish folk,My Love,0,,,,,
Lupe Fiasco,hip hop rnb and dance hall,1,226.66404,0.902062927,-5.303,Lupe Fiasco's Food & Liquor,188.018,hip hop,The Cool (Amended Album Version),0,,,,,
Silverchair,post-grunge,4,209.00526,0.767768809,-5.945,Freak Show,153.785,post-grunge,Roses,1997,,,,,
Cali,franASSais,1,299.49342,0.616884544,-7.405,Le Bruit De Ma Vie,89.709,dance pop,"Le Droit Des PA""res (Live Electrique)",0,,,,,
The Vaughan Brothers,Stevie Ray Vaughan,Jimmy Vaughan,0,196.57098,Not available,0.085,0.769,0.04791,4,0,Long Way From Home,1990,,,
Scott Krippayne,,0,192.60036,0.557026164,-12.883,It Goes Like This,88.537,ccm,He Was Here,0,,,,,
Lady Saw,,0,218.40934,0.680620248,-11.496,Give Me The Reason,67.137,dancehall,Love & Understanding,1996,,,,,
Wayne Watson,,0,226.24608,0.545159296,-8.781,Living Room,99.093,ccm,Cry Of My Heart,0,,,,,
A Perfect Murder,,0,229.79873,0.607919978,-5.118,War Of Aggression,239.407,groove metal,In Hell (Album Version),2007,,,,,
Clarence Gatemouth Brown,,0,192.83546,0.575686501,-9.476,Live,153.021,texas blues,Up Jumped The Devil - Live,0,,,,,
Zombie Girl,electronic,1,273.34485,0.639165318,-7.184,Blood_ Brains_ & Rock'N'Roll (Limited),123.004,electro,We Are The Ones (Lounge Version),2007,,,,,
Jeff And Sheri Easter,,0,222.92853,0.535292736,-5.825,Ordinary Day,121.944,southern gospel,We're Not Gonna Bow,0,,,,,
"MichA""le Crider;Vincenzo La Scola;Samuel Ramey;Riccardo Muti",,0,216.68526,0.229264431,-24.009,Mefistofele,85.184,requiem,Mefistofele/Spunta... l'aurora pallida...,0,,,,,
Ray Lynch,,0,283.74159,0.548882424,-16.715,The Best Of Ray Lynch,122.895,space music,Ralph's Rhapsody,1998,,,,,
Rocio Jurado,,0,359.65342,0.501565375,-4.523,La Copla,99.882,bulerias,Va Por Usted,0,,,,,
Necrodaemon,,0,225.59302,0.34688386,-3.883,Prophecy Of The Decadent,210.124,black metal,The last havoc,0,,,,,
Atomic Rooster,progressive rock,1,203.31057,0.520757635,-6.958,Made In England,104.796,hard rock,Stand By Me,1972,,,,,
Neil Diamond,rock,1,224.57424,0.817635146,-15.849,Primitive,139.487,soft rock,Brooklyn On A Saturday Night,1984,,,,,
M,,0,259.83955,0.589512634,-6.699,En TAate-A-TAate,119.992,hard trance,Le Bug (Live 2005),0,,,,,
MarAa Elena Walsh,,0,164.54485,0.341513855,-13.827,Todos Cantamos Con Maria Elena,107.288,lullaby,El Gato Confite,0,,,,,
OV7,latin,1,164.33587,0.577232155,-6.231,CD00,105.976,ballad,Volvere,2000,,,,,
Ancient Astronauts,,0,331.59791,0.553914553,-8.1,Put Em Up EP,170.04,trip hop,Lost in Marrakesh with Entropik (Pathaan's Mirage Mix),0,,,,,
Slum Village,,0,84.47955,0.674839436,-12.75,Fan-Tas-Tic Vol. 1,93.352,hip hop,Estimate,1997,,,,,
Yuppie Pricks,,0,161.38404,0.481627065,-6.72,Initial Public Offering,155.127,rock,Suburban Living,0,,,,,
Big Audio Dynamite,classic pop and rock,1,424.22812,0.583989842,-16.6,No. 10_ Upping St.,125.038,dance rock,Badrock City,1986,,,,,
Planxty,folk,2,345.70404,0.548180093,-22.715,The Planxty Collection,45.199,folk rock,The Lakes Of Pontchartrain,0,,,,,
HardNox,,0,212.89751,0.513081378,-6.117,Fly Away,118.026,alternative hip hop,Fly Away (Instrumental),0,,,,,
Donnie McClurkin,,0,302.36689,0.606011003,-8.004,Live in London and More ..,150.117,urban,Psalm 27,2000,,,,,
Bessie Smith,,0,187.03628,0.63752105,-19.27,Queen Of The Blues: Volume 1 B,70.746,chicago blues,Chicago Bound Blues,1991,,,,,
Paso Doble,,0,330.37016,0.460250922,-8.259,Hautnah,147.002,europop,Herz an herz (Live Version),0,,,,,
Talking Heads,post-punk,1,355.73506,0.752318643,-9.306,True Stories,113.142,dance rock,Papa Legba (2005 Digital Remaster),1986,,,,,
Jake Hess,,0,298.89261,0.374553436,-15.102,Special Homecoming Moments,99.958,southern gospel,I Know Where I Am Now,2004,,,,,
Jimmy Page,uk,1,184.78975,0.731822219,-10.939,Outrider,149.981,british blues,Liquid Mercury,1988,,,,,
Desert Dwellers,,0,489.58649,0.491050168,-14.66,ASUDHA - Yoga Dub Grooves,97.014,progressive house,Falling Stars,0,,,,,
Spooky Tooth,,0,222.14485,0.559263502,-14.736,The Best Of Spooky Tooth,96.645,blues-rock,Waitin' For The Wind,1969,,,,,
Funeral For A Friend,rock and indie,1,164.54485,0.851073009,-10.897,Casually Dressed And Deep In Conversation,148.045,post-hardcore,Your Revolution Is A Joke,2003,,,,,
Basic Channel,,0,329.01179,0.553637086,-22.184,BCD,107.709,techno,Q Loop,1995,,,,,
Sweet,british,2,295.36608,0.648722656,-4.707,Sweetlife,120.18,glam rock,Neon Psychedelia,0,,,,,
Sound Field,,0,564.37506,0.346388684,-6.709,Audio Surfin',137.971,progressive trance,CrossBreed,0,,,,,
The Ataris,punk,1,99.49995,0.82785377,-5.301,...Anywhere But Here,228.637,pop punk,Make It Last,1997,,,,,
The Rascals,rock and indie,1,231.99302,0.686720834,-11.573,See,111.418,blue-eyed soul,I'm Blue (LP Version),0,,,,,
Winds Of Plague,deathcore,1,270.13179,0.772958317,-3.225,Decimate The Weak,126.182,death metal,Origins And Endings,2008,,,,,
Leila Chicot,,0,248.58077,0.516618213,-6.3,Renaissance,163.992,zouk,SincA(c)ritA(c) (feat. Ludo),0,,,,,
John Cale,british,2,624.66567,0.749317801,-12.161,Stainless Gamelan: Inside The Dream Syndicate Vol. Iii,101.37,experimental rock,Stainless Steel Gamelan,0,,,,,
Ten Years After,,0,598.41261,0.683388517,-10.76,Live At The Filmore East,128.239,blues-rock,50_000 Miles Beneath My Brain (Live),0,,,,,
Camp Lo,hip hop rnb and dance hall,1,233.35138,0.655483478,-13.767,The Best of Camp Lo Vol. 2,101.867,pop rap,Baby Mama,0,,,,,
Brooke Valentine,,0,218.64444,0.705745818,-5.806,Chain Letter,130.495,crunk,American Girl,2005,,,,,
Pumpkin Buzzard,,0,41.24689,0.391108885,-12.319,Perfect Dragon,105.115,happy hardcore,Red Castle,0,,,,,
Fredi,,0,228.362,0.411875463,-11.71,20 Suosikkia / Kun rakkaus voittaa,115.082,ballad,Liian vA$?hA$?n aikaa,0,,,,,
Butthole Surfers,texas,1,263.70567,0.809323793,-10.981,Locust Abortion Technician,146.01,noise rock,22 Going On 23,1987,,,,,
Heavy D,,0,212.24444,0.617870116,-6.791,Vibes,153.058,pop rap,Private Dancer,2008,,,,,
DJ Godfather,,0,333.00853,0.49125621,-4.197,DJs Are The New Rock Stars-Live Mashup Mix,117.236,electro,DJs Are The New Rockstars-Live Mashup Mix 7,0,,,,,
Nightwish,finnish,5,153.44281,0.801989216,-9.326,Angels Fall First,131.248,sympho black metal,Lappi Pt IV EtiA$?inen,1997,,,,,
Snowgoons,,0,197.85098,0.649583107,-6.006,A Fist In The Thought,80.505,los angeles,Michael Nobody aka Poetic Death,2009,,,,,
Shakira,colombian,1,366.70649,0.857319901,-7.098,The Remixes,123.448,dance pop,Estoy AquA,1995,,,,,
Andy & Lucas,,0,274.93832,0.53813774,-7.964,Andy & Lucas (En Su Salsa),91.341,flamenco,Mirame A La Cara (Version Salsa),0,,,,,
DJ Omega,,0,227.73506,0.562179018,-7.834,Shake That Thang Remixes,151.401,detroit techno,Shake That Thang,0,,,,,
Darwin Hobbs,gospel,1,311.95383,0.526515278,-7.487,WOW Gospel 2010,140.085,religious music,Free,0,,,,,
Sophie B. Hawkins,,0,316.76036,0.713274972,-11.76,The Best Of Sophie B. Hawkins,98.406,ballad,I Want You,1992,,,,,
Behemoth,black metal,2,146.46812,0.84219335,-5.497,Thelema 6,126.154,black metal,Malice,2000,,,,,
Jim Kweskin with Samoa Wilson,,0,265.01179,0.34173223,-12.437,Now And Again,110.837,ragtime,Why Don't You Do Right (Album Version),0,,,,,
Jimmy McCracklin,,0,201.97832,0.42429413,-10.015,Blues Blastin': The Modern Recordings Vol 2,104.358,piano blues,It Ain't No Use,0,,,,,
The Forms,,0,145.08363,0.576568766,-9.098,The Forms,108.888,indie rock,Red Gun,2007,,,,,
Crucial Conflict,,0,230.5824,0.614282263,-5.79,Planet CruCon,147.99,hip hop,Ride Out Dip,2008,,,,,
Messy Marv,,0,163.10812,0.616263882,-5.347,Prices On My Head: Thug Money On Yo Family_ Vol. 2,63.198,gangster rap,Tuck That Sh*t,0,,,,,
Cake,college rock,1,91.32363,0.794331285,-9.558,Comfort Eagle,157.992,post-grunge,Arco Arena,2001,,,,,
The Mighty Mighty Bosstones,ska,1,196.10077,0.699262056,-7.467,Question The Answers,160.138,ska punk,Pictures To Prove It,1994,,,,,
RIDDLIN' KIDS,,0,195.65669,0.58907282,-3.044,Stop The World,144.721,power pop,Stop The World,2004,,,,,
Tampa Red,,0,181.08036,0.507796885,-13.939,Tampa Red Vol. 15 1951-1953,72.177,east coast blues,Baby Please Don't,0,,,,,
Coldplay,british,3,295.67955,0.865021512,-6.473,Speed Of Sound,137.008,piano rock,Things I Don't Understand,2005,,,,,
Los Del Rio_ The D.E.Y.,,0,206.68036,0.447725075,-8.22,QuinceaA+-era Macarena,103.928,dance pop,Mi Gitana (feat. The Dey),0,,,,,
The Rance Allen Group,,0,296.6722,0.488008882,-6.465,All the Way,140.283,jazz funk,Hold On (Album Version),0,,,,,
Fontella Bass,classic pop and rock,1,175.38567,0.558916244,-6.754,Rescued : The Best Of Fontella Bass,124.826,northern soul,I Can't Rest,2006,,,,,
Eumir Deodato,,0,397.66159,0.506976844,-13.114,VELVET LOVE,148.277,jazz funk,Love Island (LP Version),0,,,,,
Regina Belle,,0,225.33179,0.566024302,-7.991,Reachin' Back,135.985,vocal jazz,You Are Everything,1995,,,,,
Sammi Cheng,hong kong,1,255.76444,0.490611414,-10.75,La La La,98.485,cantonese pop,Wo Ai Ni_ Zai Jian!,2004,,,,,
Gang Of Four,uk,2,196.49261,0.683845007,-11.796,Hard,143.606,dance-punk,A Piece Of My Heart,1983,,,,,
Jonn Serrie,,0,781.60934,0.531010826,-18.626,Thousand Star,144.354,space music,Nostalgia for Infinity,0,,,,,
The Cardigans,swedish,2,255.39873,0.749876367,-8.022,Gran Turismo,105.919,twee pop,Marvel Hill,1998,,,,,
Anane,,0,225.07057,0.498537927,-5.554,Let's Get High,84.682,deep house,Let's Get High (Yves Larock Radio Edit w Rap),0,,,,,
David Arkenstone,filk,1,236.09424,0.639436949,-15.737,Dream Palace,91.888,celtic,Raindrops Keep Falling On My Head,0,,,,,
Naughty By Nature featuring Phiness,rock and indie,1,241.24036,0.679749124,-9.742,Nineteen Naughty Nine Nature's Fury,107.936,gangster rap,Live Then Lay,0,,,,,
Blind Lemon Jefferson,blues,1,175.15057,0.594866646,-19.239,The Complete Classic Sides Remastered: Chicago 1926 Disc A,101.676,country blues,Got The Blues,1926,,,,,
Andy Griffith,,0,151.32689,0.516873683,-11.579,Somebody Bigger Than You And I,160.623,comedy,Turn Yourn Radio On,0,,,,,
Tranzas,,0,204.85179,0.56573878,-6.682,Serenata,126.956,salsa,Serenata,0,,,,,
Pierre Perret,,0,238.10567,0.510301323,-10.987,Pierrot chante pour les gamins_ les marmots...,108.241,chanson,Donnez-nous des jardins,1975,,,,,
